access,area,bridge,distance,from,hgv,highway,junction,lanes,maxspeed,name,oneway,ref,service,to,tunnel
,,,21.741074,5640942162,,secondary,,4,,West 26th Street,no,,,80687706,
,,,21.741074,80687706,,secondary,,4,,West 26th Street,no,,,5640942162,
,,,62.051436,80687706,,secondary,,4,,West 26th Street,no,,,80738590,
,,,62.051436,80738590,,secondary,,4,,West 26th Street,no,,,80687706,
,,,31.175997,80738590,,secondary,,4,,West 26th Street,no,,,80746881,
,,,31.175997,80746881,,secondary,,4,,West 26th Street,no,,,80738590,
,,,98.761689,80746881,,secondary,,4,,West 26th Street,no,,,80678084,
,,,98.761689,80678084,,secondary,,4,,West 26th Street,no,,,80746881,
,,,111.497283,80678084,,secondary,,4,,West 26th Street,no,,,80746880,
,,,111.497283,80746880,,secondary,,4,,West 26th Street,no,,,80678084,
,,,33.966688,80746880,,secondary,,4,,West 26th Street,no,,,5111270936,
,,,33.966688,5111270936,,secondary,,4,,West 26th Street,no,,,80746880,
,,,67.763967,5111270936,,secondary,,4,,West 26th Street,no,,,80737991,
,,,67.763967,80737991,,secondary,,4,,West 26th Street,no,,,5111270936,
,,,95.472213,80677845,,tertiary,,4,,West 26th Street,no,,,2442432588,
,,,95.472213,2442432588,,tertiary,,4,,West 26th Street,no,,,80677845,
,,yes,91.639157,1350987696,,secondary,,2,,West 57th Street,yes,,,1350987698,
,,yes,91.639157,1350987698,,secondary,,2,,West 57th Street,yes,,,1350987696,
,,,178.853337,1028818489,,secondary,,2,,West 57th Street,yes,,,1350987696,
,,,178.853337,1350987696,,secondary,,2,,West 57th Street,yes,,,1028818489,
,,,381.208687,1350987698,,secondary,,2,,West 57th Street,yes,,,1350987702,
,,,381.208687,1350987702,,secondary,,2,,West 57th Street,yes,,,1350987698,
,,,9.697835,1350987702,,secondary,,2,,West 57th Street,yes,,,1350987700,
,,,9.697835,1350987700,,secondary,,2,,West 57th Street,yes,,,1350987702,
,,,238.485464,1350987700,,secondary,,2,,West 57th Street,yes,,,1350987704,
,,,238.485464,1350987704,,secondary,,2,,West 57th Street,yes,,,1350987700,
,,,54.307847,1350987704,,secondary,,2,,West 57th Street,yes,,,2440996543,
,,,54.307847,2440996543,,secondary,,2,,West 57th Street,yes,,,1350987704,
,,,26.464083,2440996543,,secondary,,2,,West 57th Street,yes,,,4059174264,
,,,26.464083,4059174264,,secondary,,2,,West 57th Street,yes,,,2440996543,
,,,110.589919,4059174264,,secondary,,2,,West 57th Street,yes,,,1350987709,
,,,110.589919,1350987709,,secondary,,2,,West 57th Street,yes,,,4059174264,
,,,219.032075,1350987709,,secondary,,2,,West 57th Street,yes,,,498701009,
,,,219.032075,498701009,,secondary,,2,,West 57th Street,yes,,,1350987709,
,,,218.568046,498701009,,secondary,,,,West 57th Street,yes,,,80287845,
,,,218.568046,80287845,,secondary,,,,West 57th Street,yes,,,498701009,
,,,191.884421,80287845,,secondary,,,,West 57th Street,yes,,,80686785,
,,,191.884421,80686785,,secondary,,,,West 57th Street,yes,,,80287845,
,,,238.79192,80686785,,secondary,,,,West 57th Street,yes,,,1350987716,
,,,238.79192,1350987716,,secondary,,,,West 57th Street,yes,,,80686785,
,,,9.165377,1350987716,,secondary,,,,West 57th Street,yes,,,1350987714,
,,,9.165377,1350987714,,secondary,,,,West 57th Street,yes,,,1350987716,
,,,381.295712,1350987714,,secondary,,,,West 57th Street,yes,,,399752875,
,,,381.295712,399752875,,secondary,,,,West 57th Street,yes,,,1350987714,
,,,238.758436,1350987832,,residential,,,,West 55th Street,,,,1350987855,
,,,238.758436,1350987855,,residential,,,,West 55th Street,,,,1350987832,
,,,115.280484,1350987855,,residential,,,,West 55th Street,,,,1350987824,
,,,115.280484,1350987824,,residential,,,,West 55th Street,,,,1350987855,
,,,275.808278,1350987855,,residential,,,,West Wilson Drive,,,,1350987915,
,,,275.808278,1350987915,,residential,,,,West Wilson Drive,,,,1350987855,
,,,96.813721,1350987915,,residential,,,,West Wilson Drive,,,,1350987885,
,,,96.813721,1350987885,,residential,,,,West Wilson Drive,,,,1350987915,
,,,121.842478,1350987885,,residential,,,,West Wilson Drive,,,,80647210,
,,,121.842478,80647210,,residential,,,,West Wilson Drive,,,,1350987885,
,,,134.294698,1350987253,,residential,,,,South Kerry Avenue,no,,,2379615380,
,,,134.294698,2379615380,,residential,,,,South Kerry Avenue,no,,,1350987253,
,,,89.348122,2379615380,,residential,,,,South Kerry Avenue,no,,,2986710929,
,,,89.348122,2986710929,,residential,,,,South Kerry Avenue,no,,,2379615380,
,,,134.072246,2986710929,,residential,,,,South Kerry Avenue,no,,,1350987294,
,,,134.072246,1350987294,,residential,,,,South Kerry Avenue,no,,,2986710929,
,,,92.707174,1350987294,,residential,,,,South Kerry Avenue,no,,,1350987367,
,,,92.707174,1350987367,,residential,,,,South Kerry Avenue,no,,,1350987294,
,,,94.770996,1350987367,,residential,,,,South Kerry Avenue,no,,,1350987406,
,,,94.770996,1350987406,,residential,,,,South Kerry Avenue,no,,,1350987367,
,,,214.216389,1350987406,,residential,,,,South Kerry Avenue,no,,,1350987568,
,,,214.216389,1350987568,,residential,,,,South Kerry Avenue,no,,,1350987406,
,,,75.12848,1350987983,,residential,,,,South Grinnell Avenue,,,,5074691512,
,,,75.12848,5074691512,,residential,,,,South Grinnell Avenue,,,,1350987983,
,,,108.904107,5074691512,,residential,,,,South Grinnell Avenue,,,,5074691511,
,,,108.904107,5074691511,,residential,,,,South Grinnell Avenue,,,,5074691512,
,,,147.982463,5074691511,,residential,,,,South Grinnell Avenue,,,,1350987944,
,,,147.982463,1350987944,,residential,,,,South Grinnell Avenue,,,,5074691511,
,,,171.752912,1350987944,,residential,,,,South Grinnell Avenue,,,,1350987915,
,,,171.752912,1350987915,,residential,,,,South Grinnell Avenue,,,,1350987944,
,,,93.153733,1350987915,,residential,,,,South Grinnell Avenue,,,,1350987832,
,,,93.153733,1350987832,,residential,,,,South Grinnell Avenue,,,,1350987915,
,,,149.465898,1350987832,,residential,,,,South Grinnell Avenue,,,,1350987755,
,,,149.465898,1350987755,,residential,,,,South Grinnell Avenue,,,,1350987832,
,,,76.325986,1350987755,,residential,,,,South Grinnell Avenue,,,,1350987710,
,,,76.325986,1350987710,,residential,,,,South Grinnell Avenue,,,,1350987755,
,,,177.819602,80305823,,residential,,,,South Mandy Avenue,,,,1350987266,
,,,177.819602,1350987266,,residential,,,,South Mandy Avenue,,,,80305823,
,,,137.944743,1350987266,,residential,,,,South Mandy Avenue,,,,1350987257,
,,,137.944743,1350987257,,residential,,,,South Mandy Avenue,,,,1350987266,
,,,53.358715,1350987967,,service,,,,,,,,1350987957,
,,,53.358715,1350987957,,service,,,,,,,,1350987967,
,,,290.819635,1350987959,,residential,,,,W 52nd Street,,,,1350987961,
,,,290.819635,1350987961,,residential,,,,W 52nd Street,,,,1350987959,
,,,47.187887,1350987955,,service,,,,,,,,1350987951,
,,,47.187887,1350987951,,service,,,,,,,,1350987955,
,,,45.639141,1350987949,,service,,,,,,,,80643896,
,,,45.639141,80643896,,service,,,,,,,,1350987949,
,,,48.4215,80643892,,service,,,,,,,,1350987977,
,,,48.4215,1350987977,,service,,,,,,,,80643892,
,,,292.320065,1350987979,,residential,,,,W 50th Street,,,,80647200,
,,,292.320065,80647200,,residential,,,,W 50th Street,,,,1350987979,
,,,54.130424,80647200,,residential,,,,W 50th Street,,,,1350987983,
,,,54.130424,1350987983,,residential,,,,W 50th Street,,,,80647200,
,,,14.218772,80643896,,service,,,,,,,,1350987955,
,,,14.218772,1350987955,,service,,,,,,,,80643896,
,,,37.232861,1350987955,,service,,,,,,,,80643894,
,,,37.232861,80643894,,service,,,,,,,,1350987955,
,,,50.751149,80643894,,service,,,,,,,,1350987975,
,,,50.751149,1350987975,,service,,,,,,,,80643894,
,,,412.800557,80309004,,residential,,,,West 64th Street,no,,,1350987410,
,,,412.800557,1350987410,,residential,,,,West 64th Street,no,,,80309004,
,,,131.214224,1350987410,,residential,,,,West 64th Street,no,,,5167934598,
,,,131.214224,5167934598,,residential,,,,West 64th Street,no,,,1350987410,
,,,77.984577,5167934598,,residential,,,,West 64th Street,no,,,5167934587,
,,,77.984577,5167934587,,residential,,,,West 64th Street,no,,,5167934598,
,,,141.630983,5167934587,,residential,,,,West 64th Street,no,,,5167934566,
,,,141.630983,5167934566,,residential,,,,West 64th Street,no,,,5167934587,
,,,66.05091,5167934566,,residential,,,,West 64th Street,no,,,1350987406,
,,,66.05091,1350987406,,residential,,,,West 64th Street,no,,,5167934566,
,,,411.576193,1350987371,,residential,,,,West 65th Street,no,,,1350987369,
,,,411.576193,1350987369,,residential,,,,West 65th Street,no,,,1350987371,
,,,390.363188,1350987369,,residential,,,,West 65th Street,no,,,1350987367,
,,,390.363188,1350987367,,residential,,,,West 65th Street,no,,,1350987369,
,,,118.071574,1350987367,,residential,,,,West 65th Street,no,,,1350987365,
,,,118.071574,1350987365,,residential,,,,West 65th Street,no,,,1350987367,
,,,216.242213,1350987885,,residential,,,,South Vista Park Avenue,,,,1341640311,
,,,216.242213,1341640311,,residential,,,,South Vista Park Avenue,,,,1350987885,
,,,224.182792,1341640311,,residential,,,,South Vista Park Avenue,,,,5074691512,
,,,224.182792,5074691512,,residential,,,,South Vista Park Avenue,,,,1341640311,
,,,278.121087,5074691512,,residential,,,,South Vista Park Avenue,,,,5074691507,
,,,278.121087,5074691507,,residential,,,,South Vista Park Avenue,,,,5074691512,
,,,78.332413,5074691507,,residential,,,,South Vista Park Avenue,,,,80718957,
,,,78.332413,80718957,,residential,,,,South Vista Park Avenue,,,,5074691507,
,,,23.867708,80310348,,service,,,,,no,,,80310351,
,,,23.867708,80310351,,service,,,,,no,,,80310348,
,,,6.229005,80310351,,service,,,,,no,,,3886176326,
,,,6.229005,3886176326,,service,,,,,no,,,80310351,
,,,122.432963,3886176326,,service,,,,,no,,,80310365,
,,,122.432963,80310365,,service,,,,,no,,,3886176326,
,,,48.926872,80310365,,service,,,,,no,,,80310376,
,,,48.926872,80310376,,service,,,,,no,,,80310365,
,,,51.744195,1350987734,,residential,,,15 mph,,yes,,,1350987714,
,,,51.744195,1350987714,,residential,,,15 mph,,yes,,,1350987734,
,,,76.068819,80248650,,residential,,2,,South Broadband Lane,no,,,4059193533,
,,,76.068819,4059193533,,residential,,2,,South Broadband Lane,no,,,80248650,
,,,93.499637,4059193533,,residential,,2,,South Broadband Lane,no,,,4059165810,
,,,93.499637,4059165810,,residential,,2,,South Broadband Lane,no,,,4059193533,
,,,136.834723,4059165810,,residential,,2,,South Broadband Lane,no,,,4059165790,
,,,136.834723,4059165790,,residential,,2,,South Broadband Lane,no,,,4059165810,
,,,117.196493,4059165790,,residential,,2,,South Broadband Lane,no,,,2440985570,
,,,117.196493,2440985570,,residential,,2,,South Broadband Lane,no,,,4059165790,
,,,69.328461,2440985570,,residential,,2,,South Broadband Lane,no,,,1350987435,
,,,69.328461,1350987435,,residential,,2,,South Broadband Lane,no,,,2440985570,
,,,12.144323,1350987435,,residential,,2,,South Broadband Lane,no,,,2440985579,
,,,12.144323,2440985579,,residential,,2,,South Broadband Lane,no,,,1350987435,
,,,187.170215,80283888,,residential,,,,West 57th Street,no,CR 41,,80818578,
,,,187.170215,80818578,,residential,,,,West 57th Street,no,CR 41,,80283888,
,,,407.408493,80818578,,residential,,,,West 57th Street,no,CR 41,,2442432571,
,,,407.408493,2442432571,,residential,,,,West 57th Street,no,CR 41,,80818578,
,,,89.445133,2442432571,,residential,,,,West 57th Street,no,CR 41,,80818554,
,,,89.445133,80818554,,residential,,,,West 57th Street,no,CR 41,,2442432571,
,,,101.740883,80818554,,residential,,,,West 57th Street,no,CR 41,,80818548,
,,,101.740883,80818548,,residential,,,,West 57th Street,no,CR 41,,80818554,
,,,25.762779,80310376,,residential,,,,West 58th Street,no,,,4176809018,
,,,25.762779,4176809018,,residential,,,,West 58th Street,no,,,80310376,
,,,44.97388,4176809018,,residential,,,,West 58th Street,no,,,3886176316,
,,,44.97388,3886176316,,residential,,,,West 58th Street,no,,,4176809018,
,,,27.545869,3886176316,,residential,,,,West 58th Street,no,,,4176809040,
,,,27.545869,4176809040,,residential,,,,West 58th Street,no,,,3886176316,
,,,28.038094,4176809040,,residential,,,,West 58th Street,no,,,3886176572,
,,,28.038094,3886176572,,residential,,,,West 58th Street,no,,,4176809040,
,,,57.520669,80230929,,residential,,,,West LaQuinta Street,no,,,80230924,
,,,57.520669,80230924,,residential,,,,West LaQuinta Street,no,,,80230929,
,,,101.936575,80230924,,residential,,,,West LaQuinta Street,no,,,80230902,
,,,101.936575,80230902,,residential,,,,West LaQuinta Street,no,,,80230924,
,,,61.316083,80230902,,residential,,,,West LaQuinta Street,no,,,80230899,
,,,61.316083,80230899,,residential,,,,West LaQuinta Street,no,,,80230902,
,,,16.212525,80230899,,residential,,,,West LaQuinta Street,no,,,80230897,
,,,16.212525,80230897,,residential,,,,West LaQuinta Street,no,,,80230899,
,,,110.542721,80230897,,residential,,,,West LaQuinta Street,no,,,80230889,
,,,110.542721,80230889,,residential,,,,West LaQuinta Street,no,,,80230897,
,,,107.277505,80230889,,residential,,,,West LaQuinta Street,no,,,80230884,
,,,107.277505,80230884,,residential,,,,West LaQuinta Street,no,,,80230889,
,,,328.303736,80230884,,residential,,,,West LaQuinta Street,no,,,80241323,
,,,328.303736,80241323,,residential,,,,West LaQuinta Street,no,,,80230884,
,,,91.458699,80241323,,residential,,,,West LaQuinta Street,no,,,80302767,
,,,91.458699,80302767,,residential,,,,West LaQuinta Street,no,,,80241323,
,,,120.580712,80302767,,residential,,,,West LaQuinta Street,no,,,2480171823,
,,,120.580712,2480171823,,residential,,,,West LaQuinta Street,no,,,80302767,
,,,111.524628,2480171823,,residential,,,,West LaQuinta Street,no,,,2480171832,
,,,111.524628,2480171832,,residential,,,,West LaQuinta Street,no,,,2480171823,
,,,164.887567,2480171832,,residential,,,,West LaQuinta Street,no,,,80302793,
,,,164.887567,80302793,,residential,,,,West LaQuinta Street,no,,,2480171832,
,,,267.221635,80302793,,residential,,,,West LaQuinta Street,no,,,80302826,
,,,267.221635,80302826,,residential,,,,West LaQuinta Street,no,,,80302793,
,,,62.125542,80302826,,residential,,,,West LaQuinta Street,no,,,80302830,
,,,62.125542,80302830,,residential,,,,West LaQuinta Street,no,,,80302826,
,,,98.769612,80302830,,residential,,,,West LaQuinta Street,no,,,80233753,
,,,98.769612,80233753,,residential,,,,West LaQuinta Street,no,,,80302830,
,,,73.390955,80233753,,residential,,,,West LaQuinta Street,no,,,80233633,
,,,73.390955,80233633,,residential,,,,West LaQuinta Street,no,,,80233753,
,,,128.414475,80233633,,residential,,,,West LaQuinta Street,no,,,80233623,
,,,128.414475,80233623,,residential,,,,West LaQuinta Street,no,,,80233633,
,,,71.686126,80233623,,residential,,,,West LaQuinta Street,no,,,80233619,
,,,71.686126,80233619,,residential,,,,West LaQuinta Street,no,,,80233623,
,,,93.677445,1351495753,,residential,,,,South Wilshire Pine Avenue,,,,1351495748,
,,,93.677445,1351495748,,residential,,,,South Wilshire Pine Avenue,,,,1351495753,
,,,216.387593,80265218,,residential,,,,West 71st Street,no,,,80233687,
,,,216.387593,80233687,,residential,,,,West 71st Street,no,,,80265218,
,,,13.186861,669250602,,footway,,,,,,,,1351495876,
,,,13.186861,1351495876,,footway,,,,,,,,669250602,
,,,58.550238,1351495720,,residential,,,,South High Cross Trail,no,,,1902984794,
,,,58.550238,1902984794,,residential,,,,South High Cross Trail,no,,,1351495720,
,,,167.010252,1902984794,,residential,,,,South High Cross Trail,no,,,1902986311,
,,,167.010252,1902986311,,residential,,,,South High Cross Trail,no,,,1902984794,
,,,78.007197,1902986311,,residential,,,,South High Cross Trail,no,,,1351495736,
,,,78.007197,1351495736,,residential,,,,South High Cross Trail,no,,,1902986311,
,,,186.743547,1351495736,,residential,,,,South High Cross Trail,no,,,1351495751,
,,,186.743547,1351495751,,residential,,,,South High Cross Trail,no,,,1351495736,
,,,93.167069,1351495751,,residential,,,,South High Cross Trail,no,,,2030988845,
,,,93.167069,2030988845,,residential,,,,South High Cross Trail,no,,,1351495751,
,,,188.797661,2030988845,,residential,,,,South High Cross Trail,no,,,1351495756,
,,,188.797661,1351495756,,residential,,,,South High Cross Trail,no,,,2030988845,
,,,152.966963,1351495810,,tertiary,,2,,West 77th Street,no,,,1351495811,
,,,152.966963,1351495811,,tertiary,,2,,West 77th Street,no,,,1351495810,
,,,177.463766,1351495811,,tertiary,,2,,West 77th Street,no,,,2030988879,
,,,177.463766,2030988879,,tertiary,,2,,West 77th Street,no,,,1351495811,
,,,314.527648,2030988879,,tertiary,,2,,West 77th Street,no,,,2013881859,
,,,314.527648,2013881859,,tertiary,,2,,West 77th Street,no,,,2030988879,
,,,120.524121,80302767,,residential,,,,West Killarney Street,no,,,1351495869,
,,,120.524121,1351495869,,residential,,,,West Killarney Street,no,,,80302767,
,,,139.974664,1351495869,,residential,,,,West Killarney Street,no,,,80233725,
,,,139.974664,80233725,,residential,,,,West Killarney Street,no,,,1351495869,
,,,71.327284,80233725,,residential,,,,West Killarney Street,no,,,2480171820,
,,,71.327284,2480171820,,residential,,,,West Killarney Street,no,,,80233725,
,,,85.80067,2480171820,,residential,,,,West Killarney Street,no,,,80233741,
,,,85.80067,80233741,,residential,,,,West Killarney Street,no,,,2480171820,
,,,250.689352,80233741,,residential,,,,West Killarney Street,no,,,80233753,
,,,250.689352,80233753,,residential,,,,West Killarney Street,no,,,80233741,
,,,4.781893,669250615,,footway,,,,,,,,1351495839,
,,,4.781893,1351495839,,footway,,,,,,,,669250615,
,,,7.349463,1351495839,,footway,,,,,,,,669250593,
,,,7.349463,669250593,,footway,,,,,,,,1351495839,
,,,310.916442,80273127,,residential,,,,West Shady Hill Street,no,,,80237116,
,,,310.916442,80237116,,residential,,,,West Shady Hill Street,no,,,80273127,
,,,56.074572,1351495839,,footway,,,,,,,,80283291,
,,,56.074572,80283291,,footway,,,,,,,,1351495839,
,,,61.875622,80233633,,residential,,,,West Mosby Street,no,,,80233638,
,,,61.875622,80233638,,residential,,,,West Mosby Street,no,,,80233633,
,,,95.040134,80233638,,residential,,,,West Mosby Street,no,,,80233644,
,,,95.040134,80233644,,residential,,,,West Mosby Street,no,,,80233638,
,,,100.806358,80233644,,residential,,,,West Mosby Street,no,,,80233654,
,,,100.806358,80233654,,residential,,,,West Mosby Street,no,,,80233644,
,,,427.653734,80265270,,secondary,,1,,East 57th Street,yes,,,6316926347,
,,,427.653734,6316926347,,secondary,,1,,East 57th Street,yes,,,80265270,
,,,200.934002,6316926347,,secondary,,1,,East 57th Street,yes,,,80215573,
,,,200.934002,80215573,,secondary,,1,,East 57th Street,yes,,,6316926347,
,,,176.625088,80654117,,residential,,,,East 57th Street,,,,80290488,
,,,176.625088,80290488,,residential,,,,East 57th Street,,,,80654117,
,,,77.428126,80262962,,secondary,,1,,S Louise Avenue,yes,,,1351593821,
,,,77.428126,1351593821,,secondary,,1,,S Louise Avenue,yes,,,80262962,
,,,78.571726,80305409,,secondary,,,,South Louise Avenue,,,,669249828,
,,,78.571726,669249828,,secondary,,,,South Louise Avenue,,,,80305409,
,,,46.496568,1351593862,,tertiary,,2,,West 69th Street,no,,,80266399,
,,,46.496568,80266399,,tertiary,,2,,West 69th Street,no,,,1351593862,
,,,132.520413,80266399,,tertiary,,2,,West 69th Street,no,,,80289265,
,,,132.520413,80289265,,tertiary,,2,,West 69th Street,no,,,80266399,
,,,10.401495,80289265,,tertiary,,2,,West 69th Street,no,,,80241220,
,,,10.401495,80241220,,tertiary,,2,,West 69th Street,no,,,80289265,
,,,279.750518,80241220,,tertiary,,2,,West 69th Street,no,,,2463410898,
,,,279.750518,2463410898,,tertiary,,2,,West 69th Street,no,,,80241220,
,,,82.419749,2463410898,,tertiary,,2,,West 69th Street,no,,,1351593864,
,,,82.419749,1351593864,,tertiary,,2,,West 69th Street,no,,,2463410898,
,,,59.261934,1351593864,,tertiary,,2,,West 69th Street,no,,,1351593870,
,,,59.261934,1351593870,,tertiary,,2,,West 69th Street,no,,,1351593864,
,,,11.315095,1351593870,,tertiary,,2,,West 69th Street,no,,,1351593868,
,,,11.315095,1351593868,,tertiary,,2,,West 69th Street,no,,,1351593870,
,,,163.887688,1351593868,,tertiary,,2,,West 69th Street,no,,,80266099,
,,,163.887688,80266099,,tertiary,,2,,West 69th Street,no,,,1351593868,
,,,14.695354,80266099,,tertiary,,2,,West 69th Street,no,,,80234428,
,,,14.695354,80234428,,tertiary,,2,,West 69th Street,no,,,80266099,
,,,160.336583,80234428,,tertiary,,2,,West 69th Street,no,,,80289247,
,,,160.336583,80289247,,tertiary,,2,,West 69th Street,no,,,80234428,
,,,35.191285,80289247,,tertiary,,2,,West 69th Street,no,,,2463410903,
,,,35.191285,2463410903,,tertiary,,2,,West 69th Street,no,,,80289247,
,,,88.179405,80289297,,secondary,,2,,West 69th Street,no,,,5084871319,
,,,88.179405,5084871319,,secondary,,2,,West 69th Street,no,,,80289297,
,,,130.738,5084871319,,secondary,,2,,West 69th Street,no,,,80264305,
,,,130.738,80264305,,secondary,,2,,West 69th Street,no,,,5084871319,
,,,61.326072,80264305,,secondary,,2,,West 69th Street,no,,,80232320,
,,,61.326072,80232320,,secondary,,2,,West 69th Street,no,,,80264305,
,,,109.783804,80232320,,secondary,,2,,West 69th Street,no,,,1351702572,
,,,109.783804,1351702572,,secondary,,2,,West 69th Street,no,,,80232320,
,,,53.569205,1351702572,,secondary,,2,,West 69th Street,no,,,5084871393,
,,,53.569205,5084871393,,secondary,,2,,West 69th Street,no,,,1351702572,
,,,72.776076,5084871393,,secondary,,2,,West 69th Street,no,,,80233140,
,,,72.776076,80233140,,secondary,,2,,West 69th Street,no,,,5084871393,
,,,17.051377,80233140,,secondary,,2,,West 69th Street,no,,,5084871397,
,,,17.051377,5084871397,,secondary,,2,,West 69th Street,no,,,80233140,
,,,112.209987,5084871397,,secondary,,2,,West 69th Street,no,,,80289313,
,,,112.209987,80289313,,secondary,,2,,West 69th Street,no,,,5084871397,
,,,69.939949,80289313,,secondary,,2,,West 69th Street,no,,,80233135,
,,,69.939949,80233135,,secondary,,2,,West 69th Street,no,,,80289313,
,,,4.28494,80233135,,secondary,,2,,West 69th Street,no,,,5096421724,
,,,4.28494,5096421724,,secondary,,2,,West 69th Street,no,,,80233135,
,,,321.465665,5096421724,,secondary,,2,,West 69th Street,no,,,80289315,
,,,321.465665,80289315,,secondary,,2,,West 69th Street,no,,,5096421724,
,,,76.015362,80289315,,secondary,,2,,West 69th Street,no,,,80234692,
,,,76.015362,80234692,,secondary,,2,,West 69th Street,no,,,80289315,
,,,136.77741,80234692,,secondary,,2,,West 69th Street,no,,,80234660,
,,,136.77741,80234660,,secondary,,2,,West 69th Street,no,,,80234692,
,,,302.863994,80234660,,secondary,,2,,West 69th Street,no,,,80289326,
,,,302.863994,80289326,,secondary,,2,,West 69th Street,no,,,80234660,
,,,179.409286,80289326,,secondary,,2,,West 69th Street,no,,,80233212,
,,,179.409286,80233212,,secondary,,2,,West 69th Street,no,,,80289326,
,,,67.776519,80233212,,secondary,,2,,West 69th Street,no,,,80233089,
,,,67.776519,80233089,,secondary,,2,,West 69th Street,no,,,80233212,
,,,238.286092,80233089,,secondary,,2,,West 69th Street,no,,,80233151,
,,,238.286092,80233151,,secondary,,2,,West 69th Street,no,,,80233089,
,,,76.337139,80233151,,secondary,,2,,West 69th Street,no,,,80281162,
,,,76.337139,80281162,,secondary,,2,,West 69th Street,no,,,80233151,
,,,130.697891,1351593862,,tertiary,,2,,West 69th Street,yes,,,1351593856,
,,,130.697891,1351593856,,tertiary,,2,,West 69th Street,yes,,,1351593862,
,,,59.48255,1351593856,,tertiary,,2,,West 69th Street,yes,,,1351593855,
,,,59.48255,1351593855,,tertiary,,2,,West 69th Street,yes,,,1351593856,
,,,147.889149,1351593855,,tertiary,,2,,West 69th Street,yes,,,1351593854,
,,,147.889149,1351593854,,tertiary,,2,,West 69th Street,yes,,,1351593855,
,,,139.305733,80289913,,tertiary,,,,West Ralph Rogers Road,yes,,,80215349,
,,,139.305733,80215349,,tertiary,,,,West Ralph Rogers Road,yes,,,80289913,
,,,37.802837,80215349,,tertiary,,,,West Ralph Rogers Road,yes,,,2462403743,
,,,37.802837,2462403743,,tertiary,,,,West Ralph Rogers Road,yes,,,80215349,
,,,28.83093,1351593882,,unclassified,,2,,Park Access Road,no,,,80283804,
,,,28.83093,80283804,,unclassified,,2,,Park Access Road,no,,,1351593882,
,,,13.014912,1350849607,,unclassified,,2,,Park Access Road,no,,,2463485722,
,,,13.014912,2463485722,,unclassified,,2,,Park Access Road,no,,,1350849607,
,,,4.015665,2463485722,,unclassified,,2,,Park Access Road,no,,,1351593884,
,,,4.015665,1351593884,,unclassified,,2,,Park Access Road,no,,,2463485722,
,,yes,59.79058,1351593884,,unclassified,,2,,Park Access Road,no,,,1351593882,
,,yes,59.79058,1351593882,,unclassified,,2,,Park Access Road,no,,,1351593884,
,,,93.409972,1351593827,,residential,,,,West 84th Place,no,,,80233066,
,,,93.409972,80233066,,residential,,,,West 84th Place,no,,,1351593827,
,,,118.392912,80233066,,residential,,,,West 84th Place,no,,,80233082,
,,,118.392912,80233082,,residential,,,,West 84th Place,no,,,80233066,
,,,13.469776,1351593838,,tertiary,,2,,West 77th Street,no,,,80295558,
,,,13.469776,80295558,,tertiary,,2,,West 77th Street,no,,,1351593838,
,,,47.623752,80295558,,tertiary,,2,,West 77th Street,no,,,80285422,
,,,47.623752,80285422,,tertiary,,2,,West 77th Street,no,,,80295558,
,,,69.365364,80285422,,tertiary,,2,,West 77th Street,no,,,1351702343,
,,,69.365364,1351702343,,tertiary,,2,,West 77th Street,no,,,80285422,
,,,9.645805,1351702343,,tertiary,,2,,West 77th Street,no,,,80285383,
,,,9.645805,80285383,,tertiary,,2,,West 77th Street,no,,,1351702343,
,,,84.048439,80285383,,tertiary,,2,,West 77th Street,no,,,80281084,
,,,84.048439,80281084,,tertiary,,2,,West 77th Street,no,,,80285383,
,,,92.766326,80281084,,tertiary,,2,,West 77th Street,no,,,80304181,
,,,92.766326,80304181,,tertiary,,2,,West 77th Street,no,,,80281084,
,,,89.600358,80304181,,tertiary,,2,,West 77th Street,no,,,80266412,
,,,89.600358,80266412,,tertiary,,2,,West 77th Street,no,,,80304181,
,,,91.415391,80266412,,tertiary,,2,,West 77th Street,no,,,80266458,
,,,91.415391,80266458,,tertiary,,2,,West 77th Street,no,,,80266412,
,,,93.590669,80266458,,tertiary,,2,,West 77th Street,no,,,5082213136,
,,,93.590669,5082213136,,tertiary,,2,,West 77th Street,no,,,80266458,
,,,219.949486,5082213136,,tertiary,,2,,West 77th Street,no,,,3033839253,
,,,219.949486,3033839253,,tertiary,,2,,West 77th Street,no,,,5082213136,
,,,332.221883,80285381,,residential,,,,South Witzke Place,,,,1351702343,
,,,332.221883,1351702343,,residential,,,,South Witzke Place,,,,80285381,
,,,272.405988,80285383,,residential,,,,South Witzke Place,,,,80285407,
,,,272.405988,80285407,,residential,,,,South Witzke Place,,,,80285383,
,,,261.442479,1351702303,,residential,,,,South Ludlow Lane,no,,,1351702321,
,,,261.442479,1351702321,,residential,,,,South Ludlow Lane,no,,,1351702303,
,,,89.054867,1351702334,,residential,,,,South Hendon Lane,no,,,1351702345,
,,,89.054867,1351702345,,residential,,,,South Hendon Lane,no,,,1351702334,
,,,74.802171,1351702441,,residential,,,,South Callington Circle,no,,,1351702415,
,,,74.802171,1351702415,,residential,,,,South Callington Circle,no,,,1351702441,
,,,211.163046,1351702320,,residential,,,,South Meredith Avenue,no,,,1351702333,
,,,211.163046,1351702333,,residential,,,,South Meredith Avenue,no,,,1351702320,
