access,area,bridge,distance,from,hgv,highway,junction,lanes,maxspeed,name,oneway,ref,service,to,tunnel
,,,363.380566,80721688,,residential,,,,South Regal Place,,,,80721710,
,,,363.380566,80721710,,residential,,,,South Regal Place,,,,80721688,
,,,24.851697,80678309,,unclassified,,,,West Sencore Drive,no,,,4839347312,
,,,24.851697,4839347312,,unclassified,,,,West Sencore Drive,no,,,80678309,
,,,79.752778,4839347312,,unclassified,,,,West Sencore Drive,no,,,4839347287,
,,,79.752778,4839347287,,unclassified,,,,West Sencore Drive,no,,,4839347312,
,,,68.729019,4839347287,,unclassified,,,,West Sencore Drive,no,,,4839347295,
,,,68.729019,4839347295,,unclassified,,,,West Sencore Drive,no,,,4839347287,
,,,71.662308,4839347295,,unclassified,,,,West Sencore Drive,no,,,80686922,
,,,71.662308,80686922,,unclassified,,,,West Sencore Drive,no,,,4839347295,
,,,148.027553,80722565,,residential,,,,South Mary Drive,,,,80664480,
,,,148.027553,80664480,,residential,,,,South Mary Drive,,,,80722565,
,,,191.942805,80664927,,residential,,,,East Twin Oaks Place,,,,80722599,
,,,191.942805,80722599,,residential,,,,East Twin Oaks Place,,,,80664927,
,,,72.920743,80672433,,residential,,,,South River Oaks Drive,,,,80722607,
,,,72.920743,80722607,,residential,,,,South River Oaks Drive,,,,80672433,
,,,115.898795,80722607,,residential,,,,South River Oaks Drive,,,,80722621,
,,,115.898795,80722621,,residential,,,,South River Oaks Drive,,,,80722607,
,,,116.745195,80722621,,residential,,,,South River Oaks Drive,,,,80722622,
,,,116.745195,80722622,,residential,,,,South River Oaks Drive,,,,80722621,
,,,138.816873,80692729,,residential,,,,North Mari Car Drive,,,,80662300,
,,,138.816873,80662300,,residential,,,,North Mari Car Drive,,,,80692729,
,,,137.362163,80708578,,residential,,,,West Antelope Drive,,,,80672074,
,,,137.362163,80672074,,residential,,,,West Antelope Drive,,,,80708578,
,,,319.667708,80672074,,residential,,,,West Antelope Drive,,,,80722662,
,,,319.667708,80722662,,residential,,,,West Antelope Drive,,,,80672074,
,,,97.454239,80722662,,residential,,,,West Antelope Drive,,,,80722670,
,,,97.454239,80722670,,residential,,,,West Antelope Drive,,,,80722662,
,,,227.606133,80722670,,residential,,,,West Antelope Drive,,,,80722686,
,,,227.606133,80722686,,residential,,,,West Antelope Drive,,,,80722670,
,,,110.241316,80707896,,residential,,,,North Leaders Avenue,,,,80722696,
,,,110.241316,80722696,,residential,,,,North Leaders Avenue,,,,80707896,
,,,78.524604,80722696,,residential,,,,North Leaders Avenue,,,,80687828,
,,,78.524604,80687828,,residential,,,,North Leaders Avenue,,,,80722696,
,,,148.699675,80687828,,residential,,,,North Leaders Avenue,,,,80722698,
,,,148.699675,80722698,,residential,,,,North Leaders Avenue,,,,80687828,
,,,183.066693,80722747,,residential,,,,South Watson Avenue,,,,80722755,
,,,183.066693,80722755,,residential,,,,South Watson Avenue,,,,80722747,
,,,99.325177,80667106,,residential,,,,South Watson Avenue,,,,80722762,
,,,99.325177,80722762,,residential,,,,South Watson Avenue,,,,80667106,
,,,25.693265,80722762,,residential,,,,South Watson Avenue,,,,80691243,
,,,25.693265,80691243,,residential,,,,South Watson Avenue,,,,80722762,
,,,45.713991,80691243,,residential,,,,South Watson Avenue,,,,80705218,
,,,45.713991,80705218,,residential,,,,South Watson Avenue,,,,80691243,
,,,15.099762,80705218,,residential,,,,South Watson Avenue,,,,80722765,
,,,15.099762,80722765,,residential,,,,South Watson Avenue,,,,80705218,
,,,54.013099,80722769,,residential,,,,North Highland Avenue,no,,,80711376,
,,,54.013099,80711376,,residential,,,,North Highland Avenue,no,,,80722769,
,,,117.437194,80711376,,residential,,,,North Highland Avenue,no,,,80722781,
,,,117.437194,80722781,,residential,,,,North Highland Avenue,no,,,80711376,
,,,125.850626,80722786,,residential,,,,North Highland Avenue,no,,,80722788,
,,,125.850626,80722788,,residential,,,,North Highland Avenue,no,,,80722786,
,,,75.958753,80722788,,residential,,,,North Highland Avenue,no,,,80722769,
,,,75.958753,80722769,,residential,,,,North Highland Avenue,no,,,80722788,
,,,214.312357,80722793,,residential,,,,North Highland Avenue,no,,,80707682,
,,,214.312357,80707682,,residential,,,,North Highland Avenue,no,,,80722793,
,,,101.327247,80722806,,residential,,,,North Highland Avenue,,,,80722809,
,,,101.327247,80722809,,residential,,,,North Highland Avenue,,,,80722806,
,,,100.103662,80722809,,residential,,,,North Highland Avenue,,,,80687817,
,,,100.103662,80687817,,residential,,,,North Highland Avenue,,,,80722809,
,,,101.171465,80687817,,residential,,,,North Highland Avenue,,,,80722812,
,,,101.171465,80722812,,residential,,,,North Highland Avenue,,,,80687817,
,,,101.094137,80722817,,residential,,,,North Highland Avenue,,,,80722820,
,,,101.094137,80722820,,residential,,,,North Highland Avenue,,,,80722817,
,,,101.996514,80722820,,residential,,,,North Highland Avenue,,,,80722822,
,,,101.996514,80722822,,residential,,,,North Highland Avenue,,,,80722820,
,,,97.557445,80722822,,residential,,,,North Highland Avenue,,,,80681759,
,,,97.557445,80681759,,residential,,,,North Highland Avenue,,,,80722822,
,,,98.783414,80681759,,residential,,,,North Highland Avenue,,,,80722824,
,,,98.783414,80722824,,residential,,,,North Highland Avenue,,,,80681759,
,,,201.36729,80661700,,residential,,,,South Stephen Avenue,,,,80722829,
,,,201.36729,80722829,,residential,,,,South Stephen Avenue,,,,80661700,
,,,246.095395,80722829,,residential,,,,South Stephen Avenue,,,,80722833,
,,,246.095395,80722833,,residential,,,,South Stephen Avenue,,,,80722829,
,,,160.277764,80722833,,residential,,,,South Stephen Avenue,,,,80681278,
,,,160.277764,80681278,,residential,,,,South Stephen Avenue,,,,80722833,
,,,153.835234,80681278,,residential,,,,South Stephen Avenue,,,,80722834,
,,,153.835234,80722834,,residential,,,,South Stephen Avenue,,,,80681278,
,,,210.051132,80722838,,residential,,,,South Stephen Avenue,,,,80722843,
,,,210.051132,80722843,,residential,,,,South Stephen Avenue,,,,80722838,
,,,201.312729,80722843,,residential,,,,South Stephen Avenue,,,,80692133,
,,,201.312729,80692133,,residential,,,,South Stephen Avenue,,,,80722843,
,,,201.100706,80692135,,residential,,,,South Stephen Avenue,,,,80722869,
,,,201.100706,80722869,,residential,,,,South Stephen Avenue,,,,80692135,
,,,169.862755,80654365,,residential,,,,West Thurman Drive,,,,80654367,
,,,169.862755,80654367,,residential,,,,West Thurman Drive,,,,80654365,
,,,100.862352,80722939,,residential,,,,South Sherman Avenue,,,,80722941,
,,,100.862352,80722941,,residential,,,,South Sherman Avenue,,,,80722939,
,,,100.560466,80722941,,residential,,,,South Sherman Avenue,,,,80722943,
,,,100.560466,80722943,,residential,,,,South Sherman Avenue,,,,80722941,
,,,100.248245,80722943,,residential,,,,South Sherman Avenue,,,,80703828,
,,,100.248245,80703828,,residential,,,,South Sherman Avenue,,,,80722943,
,,,110.216672,80703828,,residential,,,,South Sherman Avenue,,,,80722949,
,,,110.216672,80722949,,residential,,,,South Sherman Avenue,,,,80703828,
,,,101.505297,80722987,,residential,,,,South Sherman Avenue,,,,80722991,
,,,101.505297,80722991,,residential,,,,South Sherman Avenue,,,,80722987,
,,,202.565431,80722991,,residential,,,,South Sherman Avenue,,,,80697486,
,,,202.565431,80697486,,residential,,,,South Sherman Avenue,,,,80722991,
,,,91.817636,80697486,,residential,,,,South Sherman Avenue,,,,4802694569,
,,,91.817636,4802694569,,residential,,,,South Sherman Avenue,,,,80697486,
,,,109.791864,4802694569,,residential,,,,South Sherman Avenue,,,,80661738,
,,,109.791864,80661738,,residential,,,,South Sherman Avenue,,,,4802694569,
,,,201.847454,80661738,,residential,,,,South Sherman Avenue,,,,80722993,
,,,201.847454,80722993,,residential,,,,South Sherman Avenue,,,,80661738,
,,,101.06604,80722993,,residential,,,,South Sherman Avenue,,,,80670023,
,,,101.06604,80670023,,residential,,,,South Sherman Avenue,,,,80722993,
,,,53.28123,80670023,,residential,,,,South Sherman Avenue,,,,80722997,
,,,53.28123,80722997,,residential,,,,South Sherman Avenue,,,,80670023,
,,,175.692919,80722997,,residential,,,,South Sherman Avenue,,,,80723017,
,,,175.692919,80723017,,residential,,,,South Sherman Avenue,,,,80722997,
,,,113.914469,80723017,,residential,,,,South Sherman Avenue,,,,80723023,
,,,113.914469,80723023,,residential,,,,South Sherman Avenue,,,,80723017,
,,,85.198576,80723023,,residential,,,,South Sherman Avenue,,,,4777860706,
,,,85.198576,4777860706,,residential,,,,South Sherman Avenue,,,,80723023,
,,,58.022521,4777860706,,residential,,,,South Sherman Avenue,,,,4777860708,
,,,58.022521,4777860708,,residential,,,,South Sherman Avenue,,,,4777860706,
,,,26.475044,4777860708,,residential,,,,South Sherman Avenue,,,,80723035,
,,,26.475044,80723035,,residential,,,,South Sherman Avenue,,,,4777860708,
,,,99.668948,80723035,,residential,,,,South Sherman Avenue,,,,80722565,
,,,99.668948,80722565,,residential,,,,South Sherman Avenue,,,,80723035,
,,,110.481421,80722565,,residential,,,,South Sherman Avenue,,,,80664478,
,,,110.481421,80664478,,residential,,,,South Sherman Avenue,,,,80722565,
,,,57.595415,80664478,,residential,,,,South Sherman Avenue,,,,80723037,
,,,57.595415,80723037,,residential,,,,South Sherman Avenue,,,,80664478,
,,,240.297675,80671010,,residential,,,,West Donahue Drive,,,,80654901,
,,,240.297675,80654901,,residential,,,,West Donahue Drive,,,,80671010,
,,,72.330346,80654901,,residential,,,,West Donahue Drive,,,,80723072,
,,,72.330346,80723072,,residential,,,,West Donahue Drive,,,,80654901,
,,,41.410402,80723072,,residential,,,,West Donahue Drive,,,,80654929,
,,,41.410402,80654929,,residential,,,,West Donahue Drive,,,,80723072,
,,,248.82272,80654929,,residential,,,,West Donahue Drive,,,,80723100,
,,,248.82272,80723100,,residential,,,,West Donahue Drive,,,,80654929,
,,,55.000043,80677795,,residential,,,,West Panama Street,,,,80703976,
,,,55.000043,80703976,,residential,,,,West Panama Street,,,,80677795,
,,,251.98725,80703976,,residential,,,,West Panama Street,,,,80723113,
,,,251.98725,80723113,,residential,,,,West Panama Street,,,,80703976,
,,,144.616377,80667181,,residential,,1,,South Grange Avenue,no,,,80707304,
,,,144.616377,80707304,,residential,,1,,South Grange Avenue,no,,,80667181,
,,,108.602701,2440975588,,residential,,,,West Valhalla Boulevard,yes,,,80723246,
,,,108.602701,80723246,,residential,,,,West Valhalla Boulevard,yes,,,2440975588,
,,,50.378915,80662992,,residential,,,,East 28th Street,,,,2457725746,
,,,50.378915,2457725746,,residential,,,,East 28th Street,,,,80662992,
,,,50.810304,2457725746,,residential,,,,East 28th Street,,,,80722993,
,,,50.810304,80722993,,residential,,,,East 28th Street,,,,2457725746,
,,,100.044404,80722993,,residential,,,,East 28th Street,,,,80723274,
,,,100.044404,80723274,,residential,,,,East 28th Street,,,,80722993,
,,,99.601392,80723274,,residential,,,,East 28th Street,,,,80723275,
,,,99.601392,80723275,,residential,,,,East 28th Street,,,,80723274,
,,,158.205582,80662434,,residential,,,,East 28th Street,,,,80723293,
,,,158.205582,80723293,,residential,,,,East 28th Street,,,,80662434,
,,,101.582421,80723293,,residential,,,,East 28th Street,,,,80664620,
,,,101.582421,80664620,,residential,,,,East 28th Street,,,,80723293,
,,,101.208191,80664620,,residential,,,,East 28th Street,,,,80723295,
,,,101.208191,80723295,,residential,,,,East 28th Street,,,,80664620,
,,,101.781378,80723295,,residential,,,,East 28th Street,,,,80722829,
,,,101.781378,80722829,,residential,,,,East 28th Street,,,,80723295,
,,,97.53376,80722829,,residential,,,,East 28th Street,,,,80723296,
,,,97.53376,80723296,,residential,,,,East 28th Street,,,,80722829,
,,,99.540121,80723296,,residential,,,,East 28th Street,,,,80723302,
,,,99.540121,80723302,,residential,,,,East 28th Street,,,,80723296,
,,,145.565366,80723302,,residential,,,,East 28th Street,,,,80719660,
,,,145.565366,80719660,,residential,,,,East 28th Street,,,,80723302,
,,,84.354411,80719660,,residential,,,,East 28th Street,,,,80723303,
,,,84.354411,80723303,,residential,,,,East 28th Street,,,,80719660,
,,,86.291008,80723303,,residential,,,,East 28th Street,,,,80689445,
,,,86.291008,80689445,,residential,,,,East 28th Street,,,,80723303,
,,,88.487407,80689445,,residential,,,,East 28th Street,,,,80723307,
,,,88.487407,80723307,,residential,,,,East 28th Street,,,,80689445,
,,,104.521396,80723307,,residential,,,,East 28th Street,,,,80723312,
,,,104.521396,80723312,,residential,,,,East 28th Street,,,,80723307,
,,,199.739972,80723312,,residential,,,,East 28th Street,,,,80693265,
,,,199.739972,80693265,,residential,,,,East 28th Street,,,,80723312,
,,,90.996343,80723321,,residential,,,,East 28th Street,,,,80723323,
,,,90.996343,80723323,,residential,,,,East 28th Street,,,,80723321,
,,,90.881579,80723323,,residential,,,,East 28th Street,,,,80723325,
,,,90.881579,80723325,,residential,,,,East 28th Street,,,,80723323,
,,,89.890288,80723325,,residential,,,,East 28th Street,,,,80704698,
,,,89.890288,80704698,,residential,,,,East 28th Street,,,,80723325,
,,,81.363047,80711677,,residential,,,,East 28th Street,no,,,80723332,
,,,81.363047,80723332,,residential,,,,East 28th Street,no,,,80711677,
,,,141.229279,80723332,,residential,,,,East 28th Street,no,,,80723350,
,,,141.229279,80723350,,residential,,,,East 28th Street,no,,,80723332,
,,,30.586978,80723350,,residential,,,,East 28th Street,no,,,80723353,
,,,30.586978,80723353,,residential,,,,East 28th Street,no,,,80723350,
,,,185.695713,80723353,,residential,,,,East 28th Street,no,,,2449018739,
,,,185.695713,2449018739,,residential,,,,East 28th Street,no,,,80723353,
,,,13.475159,80662751,,tertiary,,2,,East 34th Street North,no,,,2453664557,
,,,13.475159,2453664557,,tertiary,,2,,East 34th Street North,no,,,80662751,
,,,259.678865,2453664557,,tertiary,,2,,East 34th Street North,no,,,80723444,
,,,259.678865,80723444,,tertiary,,2,,East 34th Street North,no,,,2453664557,
,,,279.590148,80723444,,tertiary,,2,,East 34th Street North,no,,,80722802,
,,,279.590148,80722802,,tertiary,,2,,East 34th Street North,no,,,80723444,
,,,176.225492,80722802,,tertiary,,2,,East 34th Street North,no,,,80719198,
,,,176.225492,80719198,,tertiary,,2,,East 34th Street North,no,,,80722802,
,,,68.012206,80719198,,tertiary,,2,,East 34th Street North,no,,,2444095606,
,,,68.012206,2444095606,,tertiary,,2,,East 34th Street North,no,,,80719198,
,,,436.54687,80723459,,residential,,,,East 34th Street North,,,,80721495,
,,,436.54687,80721495,,residential,,,,East 34th Street North,,,,80723459,
,,,64.266939,80670441,,residential,,,,Bank Place,,,,80718794,
,,,64.266939,80718794,,residential,,,,Bank Place,,,,80670441,
,,,99.847981,80723531,,residential,,,,North Williams Avenue,,,,80723533,
,,,99.847981,80723533,,residential,,,,North Williams Avenue,,,,80723531,
,,,100.604955,80723533,,residential,,,,North Williams Avenue,,,,80723537,
,,,100.604955,80723537,,residential,,,,North Williams Avenue,,,,80723533,
,,,203.332843,80723543,,residential,,,,North Williams Avenue,,,,80649852,
,,,203.332843,80649852,,residential,,,,North Williams Avenue,,,,80723543,
,,,201.778441,80649852,,residential,,,,North Williams Avenue,,,,80653010,
,,,201.778441,80653010,,residential,,,,North Williams Avenue,,,,80649852,
,,,102.421856,80653010,,residential,,,,North Williams Avenue,,,,80671350,
,,,102.421856,80671350,,residential,,,,North Williams Avenue,,,,80653010,
,,,202.229101,80649854,,residential,,,,North Hudson Avenue,,,,80653014,
,,,202.229101,80653014,,residential,,,,North Hudson Avenue,,,,80649854,
,,,100.874184,80653014,,residential,,,,North Hudson Avenue,,,,80671351,
,,,100.874184,80671351,,residential,,,,North Hudson Avenue,,,,80653014,
,,,101.553441,80671351,,residential,,,,North Hudson Avenue,,,,80723552,
,,,101.553441,80723552,,residential,,,,North Hudson Avenue,,,,80671351,
,,,99.960451,80723552,,residential,,,,North Hudson Avenue,,,,80723554,
,,,99.960451,80723554,,residential,,,,North Hudson Avenue,,,,80723552,
,,,93.252094,1341640325,,residential,,,,South Rutgers Avenue,,,,1902551079,
,,,93.252094,1902551079,,residential,,,,South Rutgers Avenue,,,,1341640325,
,,,94.319868,1902551079,,residential,,,,South Rutgers Avenue,,,,1902550325,
,,,94.319868,1902550325,,residential,,,,South Rutgers Avenue,,,,1902551079,
,,,92.518001,1902550325,,residential,,,,South Rutgers Avenue,,,,80664022,
,,,92.518001,80664022,,residential,,,,South Rutgers Avenue,,,,1902550325,
,,,203.026583,80664022,,residential,,,,South Rutgers Avenue,,,,80723623,
,,,203.026583,80723623,,residential,,,,South Rutgers Avenue,,,,80664022,
,,,54.415452,80654096,,residential,,,,East 51st Street,,,,80670134,
,,,54.415452,80670134,,residential,,,,East 51st Street,,,,80654096,
,,,85.593797,80670134,,residential,,,,East 51st Street,,,,80670580,
,,,85.593797,80670580,,residential,,,,East 51st Street,,,,80670134,
,,,85.998314,80670580,,residential,,,,East 51st Street,,,,80723628,
,,,85.998314,80723628,,residential,,,,East 51st Street,,,,80670580,
,,,119.277005,80723633,,residential,,,,East 51st Street,,,,80723637,
,,,119.277005,80723637,,residential,,,,East 51st Street,,,,80723633,
,,,109.704581,80723637,,residential,,,,East 51st Street,,,,80723643,
,,,109.704581,80723643,,residential,,,,East 51st Street,,,,80723637,
,,,82.061819,80723643,,residential,,,,East 51st Street,,,,80671137,
,,,82.061819,80671137,,residential,,,,East 51st Street,,,,80723643,
,,,70.67049,80671137,,residential,,,,East 51st Street,,,,80723647,
,,,70.67049,80723647,,residential,,,,East 51st Street,,,,80671137,
,,,279.916883,80723650,,residential,,,,East 51st Street,,,,80712041,
,,,279.916883,80712041,,residential,,,,East 51st Street,,,,80723650,
,,,237.328317,80675231,,residential,,,,East Harriet Lea,,,,80723679,
,,,237.328317,80723679,,residential,,,,East Harriet Lea,,,,80675231,
,,,105.013209,80723679,,residential,,,,East Harriet Lea,,,,80723716,
,,,105.013209,80723716,,residential,,,,East Harriet Lea,,,,80723679,
,,,248.775745,80723731,,residential,,,,South Lindewald Drive,,,,80723760,
,,,248.775745,80723760,,residential,,,,South Lindewald Drive,,,,80723731,
,,,6.818475,80723777,,residential,,,,South 1st Avenue,no,,,2449018622,
,,,6.818475,2449018622,,residential,,,,South 1st Avenue,no,,,80723777,
,,,112.127504,2449018622,,residential,,,,South 1st Avenue,no,,,80723779,
,,,112.127504,80723779,,residential,,,,South 1st Avenue,no,,,2449018622,
,,,116.4095,80723779,,residential,,,,South 1st Avenue,no,,,80647895,
,,,116.4095,80647895,,residential,,,,South 1st Avenue,no,,,80723779,
,,,115.7533,80647895,,residential,,,,South 1st Avenue,no,,,80703813,
,,,115.7533,80703813,,residential,,,,South 1st Avenue,no,,,80647895,
,,,420.047049,80703813,,residential,,,,South 1st Avenue,no,,,80692100,
,,,420.047049,80692100,,residential,,,,South 1st Avenue,no,,,80703813,
,,,111.028975,80692100,,residential,,,,South 1st Avenue,no,,,80723785,
,,,111.028975,80723785,,residential,,,,South 1st Avenue,no,,,80692100,
,,,57.583359,80723785,,residential,,,,South 1st Avenue,no,,,4802694093,
,,,57.583359,4802694093,,residential,,,,South 1st Avenue,no,,,80723785,
,,,54.179691,4802694093,,residential,,,,South 1st Avenue,no,,,80723788,
,,,54.179691,80723788,,residential,,,,South 1st Avenue,no,,,4802694093,
,,,19.342731,80723788,,residential,,,,South 1st Avenue,no,,,4802694095,
,,,19.342731,4802694095,,residential,,,,South 1st Avenue,no,,,80723788,
,,,49.752656,4802694095,,residential,,,,South 1st Avenue,no,,,4802694107,
,,,49.752656,4802694107,,residential,,,,South 1st Avenue,no,,,4802694095,
,,,5.828395,4802694107,,residential,,,,South 1st Avenue,no,,,4802694113,
,,,5.828395,4802694113,,residential,,,,South 1st Avenue,no,,,4802694107,
,,,14.270657,4802694113,,residential,,,,South 1st Avenue,no,,,4802694111,
,,,14.270657,4802694111,,residential,,,,South 1st Avenue,no,,,4802694113,
,,,21.77864,4802694111,,residential,,,,South 1st Avenue,no,,,80723790,
,,,21.77864,80723790,,residential,,,,South 1st Avenue,no,,,4802694111,
,,,53.911395,80723790,,residential,,,,South 1st Avenue,no,,,4802694119,
,,,53.911395,4802694119,,residential,,,,South 1st Avenue,no,,,80723790,
,,,19.531337,4802694119,,residential,,,,South 1st Avenue,no,,,4909750255,
,,,19.531337,4909750255,,residential,,,,South 1st Avenue,no,,,4802694119,
,,,20.543504,4909750255,,residential,,,,South 1st Avenue,no,,,4909750259,
,,,20.543504,4909750259,,residential,,,,South 1st Avenue,no,,,4909750255,
,,,18.808375,4909750259,,residential,,,,South 1st Avenue,no,,,4909750260,
,,,18.808375,4909750260,,residential,,,,South 1st Avenue,no,,,4909750259,
,,,3.703834,4909750260,,residential,,,,South 1st Avenue,no,,,4409701167,
,,,3.703834,4409701167,,residential,,,,South 1st Avenue,no,,,4909750260,
,,,20.198702,4409701167,,residential,,,,South 1st Avenue,no,,,80664569,
,,,20.198702,80664569,,residential,,,,South 1st Avenue,no,,,4409701167,
,,,74.437242,80664569,,residential,,,,South 1st Avenue,no,,,4783656802,
,,,74.437242,4783656802,,residential,,,,South 1st Avenue,no,,,80664569,
,,,19.95407,4783656802,,residential,,,,South 1st Avenue,no,,,4783656805,
,,,19.95407,4783656805,,residential,,,,South 1st Avenue,no,,,4783656802,
,,,51.053035,4783656805,,residential,,,,South 1st Avenue,no,,,80718704,
,,,51.053035,80718704,,residential,,,,South 1st Avenue,no,,,4783656805,
,,,25.092644,80718704,,residential,,,,South 1st Avenue,no,,,4783656795,
,,,25.092644,4783656795,,residential,,,,South 1st Avenue,no,,,80718704,
,,,48.616997,4783656795,,residential,,,,South 1st Avenue,no,,,80723793,
,,,48.616997,80723793,,residential,,,,South 1st Avenue,no,,,4783656795,
,,,100.004046,80723799,,residential,,,,South 1st Avenue,,,,80697467,
,,,100.004046,80697467,,residential,,,,South 1st Avenue,,,,80723799,
,,,201.231288,80697467,,residential,,,,South 1st Avenue,,,,80661771,
,,,201.231288,80661771,,residential,,,,South 1st Avenue,,,,80697467,
,,,112.152333,80661771,,residential,,,,South 1st Avenue,,,,80723801,
,,,112.152333,80723801,,residential,,,,South 1st Avenue,,,,80661771,
,,,111.537699,80723801,,residential,,,,South 1st Avenue,,,,80723332,
,,,111.537699,80723332,,residential,,,,South 1st Avenue,,,,80723801,
,,,112.138415,80723332,,residential,,,,South 1st Avenue,,,,80669969,
,,,112.138415,80669969,,residential,,,,South 1st Avenue,,,,80723332,
,,,112.074419,80669969,,residential,,,,South 1st Avenue,,,,80723803,
,,,112.074419,80723803,,residential,,,,South 1st Avenue,,,,80669969,
,,,111.270992,80723803,,residential,,,,South 1st Avenue,,,,80681264,
,,,111.270992,80681264,,residential,,,,South 1st Avenue,,,,80723803,
,,,111.804844,80681264,,residential,,,,South 1st Avenue,,,,80647550,
,,,111.804844,80647550,,residential,,,,South 1st Avenue,,,,80681264,
,,,141.157264,80647550,,residential,,,,South 1st Avenue,,,,80723805,
,,,141.157264,80723805,,residential,,,,South 1st Avenue,,,,80647550,
,,,20.620866,80723793,,unclassified,,2,,South 1st Avenue,no,,,80723811,
,,,20.620866,80723811,,unclassified,,2,,South 1st Avenue,no,,,80723793,
,,,5.630969,80723811,,unclassified,,2,,South 1st Avenue,no,,,2456369159,
,,,5.630969,2456369159,,unclassified,,2,,South 1st Avenue,no,,,80723811,
,,,28.488273,2456369159,,unclassified,,2,,South 1st Avenue,no,,,80723818,
,,,28.488273,80723818,,unclassified,,2,,South 1st Avenue,no,,,2456369159,
,,,102.678592,80718369,,residential,,,,South 1st Avenue,,,,80664437,
,,,102.678592,80664437,,residential,,,,South 1st Avenue,,,,80718369,
,,,202.876754,80723824,,residential,,,,South 1st Avenue,,,,80723826,
,,,202.876754,80723826,,residential,,,,South 1st Avenue,,,,80723824,
,,,171.066152,80723826,,residential,,,,South 1st Avenue,,,,80638842,
,,,171.066152,80638842,,residential,,,,South 1st Avenue,,,,80723826,
,,,20.803219,80638842,,residential,,,,South 1st Avenue,,,,80638828,
,,,20.803219,80638828,,residential,,,,South 1st Avenue,,,,80638842,
,,,108.832297,80638828,,residential,,,,South 1st Avenue,,,,80704622,
,,,108.832297,80704622,,residential,,,,South 1st Avenue,,,,80638828,
,,,119.927988,80704622,,residential,,,,South 1st Avenue,,,,80723830,
,,,119.927988,80723830,,residential,,,,South 1st Avenue,,,,80704622,
,,,86.028876,80723830,,residential,,,,South 1st Avenue,,,,80671143,
,,,86.028876,80671143,,residential,,,,South 1st Avenue,,,,80723830,
,,,188.82524,80664639,,residential,,,,North Warner Brothers Place,,,,80703491,
,,,188.82524,80703491,,residential,,,,North Warner Brothers Place,,,,80664639,
,,,220.385522,80711450,,residential,,,,North Sandberg Drive,,,,80723880,
,,,220.385522,80723880,,residential,,,,North Sandberg Drive,,,,80711450,
,,,267.111543,80723880,,residential,,,,North Sandberg Drive,,,,80723896,
,,,267.111543,80723896,,residential,,,,North Sandberg Drive,,,,80723880,
,,,361.307595,80723896,,residential,,,,North Sandberg Drive,,,,80723906,
,,,361.307595,80723906,,residential,,,,North Sandberg Drive,,,,80723896,
,,,42.952706,80723906,,residential,,,,North Sandberg Drive,,,,80723908,
,,,42.952706,80723908,,residential,,,,North Sandberg Drive,,,,80723906,
,,,135.894411,80723914,,unclassified,,,,West Birnhamwood Drive,no,,,5640942294,
,,,135.894411,5640942294,,unclassified,,,,West Birnhamwood Drive,no,,,80723914,
,,,49.007799,5640942294,,unclassified,,,,West Birnhamwood Drive,no,,,80723916,
,,,49.007799,80723916,,unclassified,,,,West Birnhamwood Drive,no,,,5640942294,
,,,99.730331,80685221,,residential,,,,East Grant Street,,,,80723950,
,,,99.730331,80723950,,residential,,,,East Grant Street,,,,80685221,
,,,97.227225,80723950,,residential,,,,East Grant Street,,,,80723952,
,,,97.227225,80723952,,residential,,,,East Grant Street,,,,80723950,
,,,304.031776,80686943,,unclassified,,,,West Eide Drive,no,,,80706945,
,,,304.031776,80706945,,unclassified,,,,West Eide Drive,no,,,80686943,
,,,218.704837,80724077,,residential,,,,South Townpark Place,,,,80724081,
,,,218.704837,80724081,,residential,,,,South Townpark Place,,,,80724077,
,,,189.898571,80661951,,residential,,,,North Dogwood Place,,,,80664180,
,,,189.898571,80664180,,residential,,,,North Dogwood Place,,,,80661951,
,,,192.628503,80724245,,residential,,,,East Mission Street,,,,80669954,
,,,192.628503,80669954,,residential,,,,East Mission Street,,,,80724245,
,,,96.667717,80669954,,residential,,,,East Mission Street,,,,80724249,
,,,96.667717,80724249,,residential,,,,East Mission Street,,,,80669954,
,,,89.333916,80724249,,residential,,,,East Mission Street,,,,80724254,
,,,89.333916,80724254,,residential,,,,East Mission Street,,,,80724249,
,,,88.338439,80724254,,residential,,,,East Mission Street,,,,80689521,
,,,88.338439,80689521,,residential,,,,East Mission Street,,,,80724254,
,,,87.392445,80689521,,residential,,,,East Mission Street,,,,80704942,
,,,87.392445,80704942,,residential,,,,East Mission Street,,,,80689521,
,,,94.879731,80704942,,residential,,,,East Mission Street,,,,80681435,
,,,94.879731,80681435,,residential,,,,East Mission Street,,,,80704942,
,,,62.13753,80681435,,residential,,,,East Mission Street,,,,80724259,
,,,62.13753,80724259,,residential,,,,East Mission Street,,,,80681435,
,,,47.681432,80724259,,residential,,,,East Mission Street,,,,80724263,
,,,47.681432,80724263,,residential,,,,East Mission Street,,,,80724259,
,,,79.295154,80724263,,residential,,,,East Mission Street,,,,80693292,
,,,79.295154,80693292,,residential,,,,East Mission Street,,,,80724263,
,,,315.740786,80724383,,residential,,,,West Skyline Drive,,,,80724395,
,,,315.740786,80724395,,residential,,,,West Skyline Drive,,,,80724383,
,,,115.82953,80722949,,residential,,,,East Clark Street,,,,80724416,
,,,115.82953,80724416,,residential,,,,East Clark Street,,,,80722949,
,,,116.123654,80724416,,residential,,,,East Clark Street,,,,80724418,
