x,y,id
-96.7843032,43.498892,80280716
-96.826289,43.4755322,80280761
-96.7076901,43.4750254,80280769
-96.725035,43.4750801,80280782
-96.7275948,43.4750893,80280784
-96.7435349,43.4752001,80280796
-96.7672983,43.4752922,80280811
-96.7741991,43.4753111,80280815
-96.7804673,43.4753625,80280819
-96.783427,43.475401,80280822
-96.787169,43.475418,80280824
-96.791155,43.475442,80280830
-96.791599,43.475444,80280832
-96.8004962,43.4943142,80280892
-96.7699229,43.4911876,80281070
-96.7699448,43.4898615,80281075
-96.7699504,43.4873716,80281080
-96.7699579,43.4856079,80281083
-96.7699371,43.4826243,80281084
-96.7273982,43.4896503,80281159
-96.7275967,43.4896435,80281160
-96.7290569,43.4895633,80281162
-96.801951,43.4899977,80281168
-96.8169058,43.4900549,80281185
-96.826311,43.490064,80281191
-96.8170629,43.4988795,80281213
-96.8170356,43.4969234,80281215
-96.8169536,43.4932724,80281225
-96.8169163,43.490661,80281231
-96.7085318,43.4920559,80281252
-96.7673928,43.4911379,80281370
-96.7710486,43.4913922,80281385
-96.7166843,43.4974442,80281744
-96.718158,43.492246,80281760
-96.714832,43.491602,80281774
-96.713495,43.490394,80281789
-96.71348,43.490312,80281791
-96.7134855,43.4896042,80281794
-96.6528783,43.4749484,80281823
-96.783387,43.4778,80282128
-96.780513,43.477733,80282172
-96.8096368,43.4960718,80282179
-96.8096596,43.4932885,80282185
-96.8096728,43.4916241,80282187
-96.787171,43.477797,80282196
-96.6877923,43.4748529,80282272
-96.8204981,43.4995433,80282279
-96.820472,43.497447,80282285
-96.7077155,43.4894979,80282295
-96.7175324,43.4896162,80282305
-96.8265366,43.5003116,80283215
-96.7269098,43.4861748,80283246
-96.7256691,43.4838476,80283291
-96.7383707,43.4946744,80283424
-96.725111,43.4940114,80283577
-96.7368646,43.5003445,80283792
-96.739303,43.500343,80283796
-96.744187,43.5003597,80283804
-96.7480082,43.500364,80283811
-96.7516253,43.5003484,80283825
-96.830665,43.500294,80283888
-96.7977266,43.500289,80284051
-96.7363959,43.4968519,80284080
-96.7355493,43.4973829,80284088
-96.7344855,43.4976826,80284103
-96.7291102,43.4961852,80284115
-96.732925,43.492202,80284210
-96.7341,43.491771,80284214
-96.720228,43.497516,80284325
-96.7178504,43.4974836,80284332
-96.7148353,43.4971971,80284348
-96.713723,43.4972465,80284356
-96.7988099,43.494885,80284362
-96.7988031,43.497287,80284366
-96.7988136,43.4996827,80284368
-96.721573,43.494001,80284397
-96.723845,43.493049,80284416
-96.795488,43.4956694,80284918
-96.7034581,43.4998492,80285270
-96.7041823,43.4951539,80285278
-96.704555,43.493537,80285296
-96.7707314,43.4736886,80285318
-96.7687806,43.4856005,80285381
-96.7688957,43.4826175,80285383
-96.7684088,43.480194,80285407
-96.7679168,43.4826116,80285422
-96.70108,43.4974138,80285434
-96.6999999,43.4972565,80285440
-96.7396955,43.4945924,80285589
-96.8193694,43.4995488,80285598
-96.819355,43.4974251,80285602
-96.801876,43.4932167,80285606
-96.8052008,43.499689,80285710
-96.8051968,43.4989122,80285712
-96.8051879,43.4981152,80285714
-96.8051884,43.4972976,80285716
-96.8051832,43.4961716,80285718
-96.8051883,43.4940632,80285720
-96.713378,43.4947686,80285947
-96.7084665,43.494197,80285972
-96.7077373,43.4941216,80285979
-96.703441,43.49351,80286016
-96.7372486,43.4976168,80286187
-96.73419,43.495982,80286461
-96.7077282,43.4950319,80286498
-96.7044203,43.4943149,80286516
-96.7137463,43.4952775,80286526
-96.6964953,43.4749291,80286587
-96.7563753,43.4973016,80286970
-96.75489,43.497987,80286972
-96.7518432,43.499365,80286986
-96.739839,43.497774,80287016
-96.8145571,43.4906595,80287087
-96.814535,43.492412,80287091
-96.8145557,43.4932752,80287093
-96.7289328,43.5003265,80287623
-96.7447423,43.4963466,80287707
-96.8151018,43.4669025,80287747
-96.718947,43.496408,80287760
-96.8062758,43.4954849,80287786
-96.8074588,43.4954835,80287790
-96.8085357,43.4954907,80287792
-96.7130669,43.493136,80287794
-96.7105216,43.4916945,80287828
-96.7469316,43.5003632,80287836
-96.7772953,43.5003875,80287845
-96.788606,43.5003174,80287876
-96.7947877,43.500289,80287887
-96.7973027,43.5002888,80287891
-96.8085387,43.4960678,80287993
-96.701192,43.497015,80289166
-96.7657375,43.4931326,80289226
-96.7834714,43.4899193,80289247
-96.7737804,43.4898386,80289265
-96.7692104,43.489859,80289270
-96.7673743,43.4898475,80289273
-96.755313,43.4896615,80289297
-96.7473127,43.4895884,80289313
-96.7424092,43.4895812,80289315
-96.736019,43.4895764,80289326
-96.6898286,43.4894121,80289423
-96.6978326,43.4894238,80289429
-96.748678,43.482481,80289456
-96.7473142,43.4822938,80289464
-96.8039601,43.4958115,80289520
-96.8026423,43.4952458,80289523
-96.8017163,43.4948368,80289527
-96.7294066,43.4980715,80289913
-96.7292752,43.4979403,80289915
-96.7286317,43.497345,80289917
-96.7646725,43.4804006,80289953
-96.7623431,43.4810708,80289978
-96.7673174,43.4802675,80290086
-96.7665108,43.4802642,80290088
-96.6498577,43.5003449,80290379
-96.6878073,43.5003761,80290460
-96.6890676,43.5003761,80290464
-96.6902241,43.5003847,80290468
-96.6990888,43.5003576,80290488
-96.7023893,43.5003395,80290506
-96.7046133,43.5003363,80290518
-96.7059458,43.5003322,80290520
-96.7102647,43.5003445,80290533
-96.7110517,43.500343,80290537
-96.7137882,43.5003404,80290566
-96.7168662,43.5003429,80290570
-96.7179621,43.5003389,80290576
-96.7241066,43.5003373,80290599
-96.7476751,43.4993326,80290986
-96.7420251,43.4994157,80291035
-96.7275351,43.4984307,80291110
-96.7710595,43.4987769,80291190
-96.772706,43.498548,80291196
-96.7739582,43.4978661,80291205
-96.7690777,43.4883997,80291219
-96.722778,43.496233,80291232
-96.7214818,43.4951726,80291239
-96.7207188,43.4944943,80291241
-96.717183,43.49308,80291259
-96.8002668,43.4996867,80291577
-96.8005241,43.4991375,80291583
-96.8009806,43.4972892,80291597
-96.8011728,43.495677,80291607
-96.8018669,43.494018,80291627
-96.722506,43.4995102,80291770
-96.721474,43.4995247,80291776
-96.717786,43.499535,80291780
-96.7400409,43.498643,80292951
-96.722446,43.492769,80292997
-96.694049,43.474928,80293163
-96.7717273,43.4747741,80293192
-96.7175262,43.4901368,80293807
-96.7673383,43.4855915,80293879
-96.7710845,43.485615,80293882
-96.7047409,43.4975084,80293910
-96.812035,43.490818,80294006
-96.7290812,43.495495,80294421
-96.717612,43.496351,80294439
-96.7177898,43.498772,80294451
-96.8062678,43.4996881,80294675
-96.8014603,43.4996917,80294681
-96.7977183,43.49969,80294686
-96.7966338,43.499685,80294689
-96.7955071,43.499683,80294692
-96.7946739,43.499681,80294695
-96.8182651,43.4995165,80294704
-96.8216127,43.4995198,80294721
-96.7296302,43.4966143,80294937
-96.804152,43.4940492,80295515
-96.8019554,43.498831,80295529
-96.8182265,43.4988834,80295541
-96.7673267,43.4826099,80295558
-96.7672899,43.4661627,80295832
-96.7672793,43.4673243,80295834
-96.7595025,43.4908287,80295918
-96.7604222,43.4913762,80295931
-96.7638728,43.4928226,80295947
-96.8074753,43.4932917,80296195
-96.7113277,43.4903216,80296199
-96.8118005,43.4969254,80296232
-96.8156291,43.4969207,80296274
-96.7139107,43.4982038,80296695
-96.7128534,43.4982429,80296702
-96.7966261,43.4972853,80296705
-96.7966419,43.4948791,80296706
-96.761352,43.493229,80296932
-96.759195,43.49208,80296964
-96.723515,43.498004,80297083
-96.7406033,43.4987401,80297950
-96.7123764,43.4920681,80298364
-96.7274119,43.4880799,80298668
-96.80207,43.4981104,80298675
-96.763902,43.4912447,80299222
-96.8214691,43.4977026,80299294
-96.73222,43.49125,80299543
-96.729934,43.490875,80299586
-96.761782,43.494371,80299589
-96.7954891,43.4964808,80299631
-96.723616,43.490948,80299683
-96.7236459,43.4901976,80299691
-96.763564,43.466153,80300150
-96.763419,43.467324,80300185
-96.732038,43.4956671,80300468
-96.7380161,43.4846355,80302767
-96.7422249,43.4828893,80302793
-96.7453475,43.4836885,80302826
-96.7454434,43.4842427,80302830
-96.8001586,43.4952514,80302842
-96.7998893,43.4972892,80302857
-96.7013199,43.4997844,80303391
-96.703038,43.494991,80303405
-96.7053231,43.4953189,80303927
-96.707688,43.496051,80303943
-96.7148419,43.4964169,80303952
-96.8020534,43.4972836,80303981
-96.7275197,43.4960537,80304025
-96.7277097,43.4960198,80304058
-96.727511,43.4976894,80304116
-96.7275448,43.4993622,80304128
-96.7710865,43.4826332,80304181
-96.7439077,43.4997106,80304658
-96.8183186,43.4971709,80304800
-96.794372,43.4972777,80304851
-96.795498,43.4972837,80304854
-96.7977244,43.4972862,80304859
-96.803925,43.4972907,80304861
-96.8062681,43.4972932,80304865
-96.8062705,43.4920326,80304906
-96.8062717,43.4924463,80304908
-96.806261,43.493288,80304912
-96.8062649,43.4940727,80304927
-96.768807,43.494561,80305409
-96.712901,43.498567,80305805
-96.7954979,43.4948744,80305819
-96.795496,43.49405,80305821
-96.795485,43.493785,80305823
-96.7117009,43.4910663,80305907
-96.7096071,43.4920066,80305921
-96.7077405,43.4920582,80305927
-96.801898,43.4924442,80306074
-96.8047231,43.4924769,80306767
-96.8057652,43.4920672,80306805
-96.713286,43.4940665,80307414
-96.715707,43.490181,80307459
-96.7161725,43.4990311,80307544
-96.7977339,43.494888,80308017
-96.7268372,43.4990827,80308538
-96.8118934,43.4924113,80309000
-96.8118971,43.4932776,80309002
-96.8119046,43.4948832,80309004
-96.7154491,43.498438,80309009
-96.8037659,43.492466,80309196
-96.8028323,43.4924565,80309248
-96.744824,43.4947215,80309856
-96.78345,43.491319,80309984
-96.8085665,43.4932879,80310058
-96.777313,43.4992318,80310348
-96.7775939,43.4991645,80310351
-96.7775778,43.4980078,80310365
-96.7774532,43.4975773,80310376
-96.7432566,43.4945907,80310692
-96.7348813,43.4948341,80310718
-96.734635,43.490844,80311313
-96.734662,43.491005,80311314
-96.7707284,43.4727405,80311448
-96.7707778,43.4746157,80311457
-96.67798,43.520849,80637390
-96.6789147,43.5220546,80637405
-96.7859561,43.5122021,80638767
-96.668529,43.510984,80638805
-96.668301,43.513267,80638812
-96.7246492,43.5855171,80638819
-96.7213862,43.5855174,80638821
-96.724984,43.515861,80638828
-96.723724,43.515838,80638830
-96.72123,43.51578,80638836
-96.7262259,43.5160693,80638840
-96.724989,43.516048,80638842
-96.6758145,43.5549481,80638861
-96.678022,43.556823,80638871
-96.790915,43.549631,80638887
-96.791787,43.549634,80638889
-96.79671,43.549724,80638893
-96.699612,43.559325,80638977
-96.699619,43.558458,80638979
-96.699631,43.557059,80638984
-96.700161,43.563901,80638988
-96.700151,43.564798,80638990
-96.700164,43.565671,80638992
-96.7001744,43.5484888,80638998
-96.700161,43.549377,80639000
-96.700176,43.550306,80639002
-96.700174,43.55121,80639004
-96.7744807,43.5158587,80639008
-96.7756987,43.5158833,80639010
-96.7286893,43.597077,80639137
-96.7787362,43.5438169,80639225
-96.7114919,43.5112499,80639445
-96.7045103,43.5114399,80639456
-96.840229,43.558243,80640110
-96.8157624,43.5282068,80640257
-96.8164811,43.5281975,80640259
-96.8172763,43.5281871,80640260
-96.8180749,43.5281767,80640261
-96.8180689,43.529309,80640262
-96.7312918,43.5110552,80640690
-96.7826649,43.5446012,80640926
-96.7826645,43.5450504,80640927
-96.7817561,43.5450562,80640932
-96.6528734,43.5730187,80640970
-96.7692457,43.6017779,80640980
-96.7709974,43.565316,80640988
-96.7705633,43.565916,80640991
-96.7694385,43.5663637,80640993
-96.7933536,43.5130923,80641070
-96.7909351,43.5130859,80641071
-96.6662445,43.5970213,80641169
-96.6654364,43.5966855,80641170
-96.6616789,43.5970425,80641173
-96.6901626,43.5872114,80641212
-96.7910882,43.6138213,80641223
-96.7789474,43.526845,80641622
-96.8172769,43.5293144,80641752
-96.7740531,43.5723382,80641759
-96.6914954,43.5644053,80641874
-96.707659,43.567373,80641900
-96.7312764,43.509179,80641919
-96.7118469,43.5142795,80641937
-96.7112753,43.5164684,80641962
-96.770567,43.572891,80642646
-96.72641,43.5077023,80642787
-96.7263822,43.5089065,80642789
-96.7818989,43.5446032,80642790
-96.7112473,43.6063217,80642807
-96.697168,43.556261,80643034
-96.6837217,43.5548593,80643412
-96.7669263,43.5671876,80643487
-96.8160751,43.5873639,80643516
-96.8308687,43.5945614,80643526
-96.8308619,43.5958497,80643534
-96.7032547,43.5272421,80643552
-96.7876042,43.5061579,80643892
-96.7882473,43.5056632,80643894
-96.7877807,43.505348,80643896
-96.7813773,43.5148243,80644432
-96.7235346,43.5088991,80644610
-96.7819642,43.5274141,80644628
-96.736694,43.569995,80645099
-96.6516351,43.60942,80645117
-96.8228733,43.6018754,80645134
-96.6952513,43.524757,80645140
